Configuration,AUC,R^2,MAE,RMSE,NMAE,NRMSE,TNR,FPR,FNR,TPR
all,0.9406475794419649,-0.0017279471911593014,12.304115690654873,17.11420446259089,0.5854618972116234,0.8147233425599015,0.8524626048887267,0.14753739511127323,0.08082011391103178,0.9191798860889684
two_step_pos,0.9406475794419649,-0.4946931917687902,17.50582096400554,20.9019666352515,0.8332172639958918,0.9948987192115425,0.8524626048887267,0.14753739511127323,0.08082011391103178,0.9191798860889684
two_step_pos_classified,0.9406475794419649,-0.47359025293941875,17.29525247882919,20.764783929758046,0.8233793436810639,0.988623311373216,0.8524626048887267,0.14753739511127323,0.08082011391103178,0.9191798860889684
