AUC,R^2,MAE,RMSE,NMAE,NRMSE,TNR,FPR,FNR,TPR,Configuration
0.9420504035935789,0.05451768023183068,11.47581930843987,15.767140275455498,0.5468968784389657,0.7514060274732748,0.8496898941991974,0.15031010580080262,0.06640625,0.93359375,all
0.9420504035935789,-0.49520507013234605,16.70947808508539,19.827894794524713,0.7963145078762887,0.9449271967158563,0.8496898941991974,0.15031010580080262,0.06640625,0.93359375,two_step_pos
0.9420504035935789,-0.4850282368709353,16.56589457228492,19.760302157894863,0.7894718265099022,0.9417059711994231,0.8496898941991974,0.15031010580080262,0.06640625,0.93359375,two_step_pos_classified
0.9494292808882628,0.12281631134594395,11.968271067591589,17.223571216813294,0.6011250753467768,0.8650807194268317,0.8438526085370303,0.15614739146296971,0.08139534883720931,0.9186046511627907,all
0.9494292808882628,-0.28796051956973123,17.40741458224036,20.870324743800868,0.8743145391047302,1.0482446013527333,0.8438526085370303,0.15614739146296971,0.08139534883720931,0.9186046511627907,two_step_pos
0.9494292808882628,-0.31986862969951746,17.510161137519578,21.127265250291412,0.8794751450464764,1.061149838913905,0.8438526085370303,0.15614739146296971,0.08139534883720931,0.9186046511627907,two_step_pos_classified
0.9276860275719823,-0.0500097575348204,12.375787374472804,16.96057457174005,0.5991783131945578,0.8211524774308447,0.8569865012769062,0.14301349872309377,0.1141732283464567,0.8858267716535433,all
0.9276860275719823,-0.48198147939197966,16.925787524302486,20.149546747357206,0.819468249690503,0.9755477422486571,0.8569865012769062,0.14301349872309377,0.1141732283464567,0.8858267716535433,two_step_pos
0.9276860275719823,-0.44512795905452984,16.620771658229764,19.897432725588487,0.8047007939641706,0.9633415488384772,0.8569865012769062,0.14301349872309377,0.1141732283464567,0.8858267716535433,two_step_pos_classified
0.9388639438303215,-0.003067312832487179,12.323619388065271,17.223826784095206,0.5842234559097911,0.8165266461848658,0.8631886172929588,0.1368113827070412,0.08949416342412451,0.9105058365758755,all
0.9388639438303215,-0.5282147664170398,17.71470450732454,21.259684051701665,0.8397975920704476,1.007853756037279,0.8631886172929588,0.1368113827070412,0.08949416342412451,0.9105058365758755,two_step_pos
0.9388639438303215,-0.4736176284654301,17.27891561286682,20.876467525545934,0.819138231703171,0.9896866838304511,0.8631886172929588,0.1368113827070412,0.08949416342412451,0.9105058365758755,two_step_pos_classified
0.9452082413256784,-0.13289665716626353,13.377081314704837,18.395909464850416,0.5958857631680259,0.8194508422836908,0.848595403137541,0.15140459686245897,0.05263157894736842,0.9473684210526315,all
0.9452082413256784,-0.6801041233328546,18.771720121074914,22.402382838873052,0.8361914312374892,0.9979202997031871,0.848595403137541,0.15140459686245897,0.05263157894736842,0.9473684210526315,two_step_pos
0.9452082413256784,-0.6443088106066812,18.50051941324487,22.162451989469538,0.8241107211815991,0.9872325140838231,0.848595403137541,0.15140459686245897,0.05263157894736842,0.9473684210526315,two_step_pos_classified
