AUC,R^2,MAE,RMSE,NMAE,NRMSE,TNR,FPR,FNR,TPR,Configuration
0.8037401035265946,-0.1955525429576923,13.344441226858578,17.433887387541862,0.6180190503794192,0.8074129403023929,0.8009557066715677,0.19904429332843226,0.29593810444874274,0.7040618955512572,all
0.8037401035265946,-0.9944466479794909,20.085319016026222,22.517548884858133,0.9302082847701516,1.0428517719185317,0.8009557066715677,0.19904429332843226,0.29593810444874274,0.7040618955512572,two_step_pos
0.8037401035265946,-1.0297883916457038,20.347043443882043,22.716179137694066,0.9423294878699857,1.0520509042124497,0.8009557066715677,0.19904429332843226,0.29593810444874274,0.7040618955512572,two_step_pos_classified
0.8041683231849175,-0.1884218905642956,12.916516189839811,16.544374495859195,0.5709731364192212,0.7313422022747489,0.802609814372358,0.197390185627642,0.28982725527831094,0.710172744721689,all
0.8041683231849175,-1.1977397958929394,20.148123941988267,22.49847941760548,0.8906455387072073,0.9945427365188639,0.802609814372358,0.197390185627642,0.28982725527831094,0.710172744721689,two_step_pos
0.8041683231849175,-1.1739548750116313,20.013564285946956,22.376403937819138,0.8846973443399186,0.989146403750101,0.802609814372358,0.197390185627642,0.28982725527831094,0.710172744721689,two_step_pos_classified
0.8029238860380841,-0.08134558395700764,12.125790176562825,15.908563203551864,0.5633570498537441,0.739102450501517,0.8096288129364204,0.19037118706357956,0.3143418467583497,0.6856581532416502,all
0.8029238860380841,-1.0744661451415296,19.706295662787657,22.034432924052382,0.9155428575361155,1.0237067396471327,0.8096288129364204,0.19037118706357956,0.3143418467583497,0.6856581532416502,two_step_pos
0.8029238860380841,-1.0155509083329393,19.433626891252487,21.719288202294354,0.9028748274545625,1.0090653020054245,0.8096288129364204,0.19037118706357956,0.3143418467583497,0.6856581532416502,two_step_pos_classified
0.8053763931814778,-0.2572523699017779,13.025566676527667,17.018689066607358,0.6051540220440655,0.7906702559922926,0.8091126217159654,0.19088737828403454,0.3155818540433925,0.6844181459566075,all
0.8053763931814778,-1.1329092608772044,19.955568019478346,22.16670094810814,0.9271145393561102,1.0298414316490678,0.8091126217159654,0.19088737828403454,0.3155818540433925,0.6844181459566075,two_step_pos
0.8053763931814778,-1.072622388653265,19.690069530629728,21.851183536284733,0.9147797609650181,1.0151828271114287,0.8091126217159654,0.19088737828403454,0.3155818540433925,0.6844181459566075,two_step_pos_classified
0.801971781473645,-0.15889518423465265,13.417886413152344,17.557644927370216,0.5777397280376303,0.7559870975936379,0.8132696195552288,0.1867303804447712,0.3111954459203036,0.6888045540796964,all
0.801971781473645,-0.9598421005174829,20.419973787161982,22.832566133297767,0.8792316270293172,0.9831116572370473,0.8132696195552288,0.1867303804447712,0.3111954459203036,0.6888045540796964,two_step_pos
0.801971781473645,-1.053268516252413,20.936796870546026,23.3704490302197,0.9014847016525445,1.0062715133436815,0.8132696195552288,0.1867303804447712,0.3111954459203036,0.6888045540796964,two_step_pos_classified
