Configuration,AUC,R^2,MAE,RMSE,NMAE,NRMSE,TNR,FPR,FNR,TPR
all,0.8036360974809439,-0.1762935143230852,12.966040136588244,16.8926318161861,0.587048597346816,0.7649029893329178,0.8071153150503081,0.19288468494969185,0.30537690128981987,0.6946230987101801
two_step_pos,0.8036360974809439,-1.0718807900817295,20.063056085488494,22.40994566158438,0.9085485694797804,1.0148108673941287,0.8071153150503081,0.19288468494969185,0.30537690128981987,0.6946230987101801
two_step_pos_classified,0.8036360974809439,-1.0690370159791904,20.084220204451448,22.406700768862397,0.9092332244564059,1.014343390084617,0.8071153150503081,0.19288468494969185,0.30537690128981987,0.6946230987101801
