Configuration,AUC,R^2,MAE,RMSE,NMAE,NRMSE,TNR,FPR,FNR,TPR
all,0.8772083887296178,-0.24377151888640106,11.382643379150705,14.833490335105688,0.692620190183477,0.9028076547298054,0.8349598906829121,0.1650401093170879,0.1819019306655548,0.8180980693344452
two_step_pos,0.8772083887296178,-0.9745995933107274,16.159982911856865,18.67412699183894,0.9832401407695361,1.1362605496041456,0.8349598906829121,0.1650401093170879,0.1819019306655548,0.8180980693344452
two_step_pos_classified,0.8772083887296178,-0.943296154310592,16.03179799248735,18.532764232775147,0.9754231769179823,1.1277607411553827,0.8349598906829121,0.1650401093170879,0.1819019306655548,0.8180980693344452
