Configuration,AUC,R^2,MAE,RMSE,NMAE,NRMSE,TNR,FPR,FNR,TPR
all,0.8958197224586322,-0.06807230297196451,14.556010163790887,20.140865218525423,0.6198201151155514,0.8578926886672047,0.8386944496933675,0.1613055503066325,0.15396512901602916,0.8460348709839709
two_step_pos,0.8958197224586322,-0.5230550938269942,20.572577913993317,24.056291207210847,0.8760673632163745,1.0244327646627962,0.8386944496933675,0.1613055503066325,0.15396512901602916,0.8460348709839709
two_step_pos_classified,0.8958197224586322,-0.5320015438213888,20.535829912256016,24.125961294577845,0.8744529845967944,1.0273522056316455,0.8386944496933675,0.1613055503066325,0.15396512901602916,0.8460348709839709
